Highest_Charting_Position,Number_of_Times_Charted,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Genre,Release_Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(ms),Valence,Chord
24,3,Hardest To Love,4553544,The Weeknd,35340069,6kWxIqQDsKFYCJGbU4AjCX,hip hop,3/20/2020,67,0.467,0.608,-7.847,0.0707,0.0909,0.125,80.957,211400,0.108,A#/Bb
77,14,Woah,4425610,Lil Baby,7816213,598yNsG1JFrGd4n2kMoz7F,hip hop,11/8/2019,69,0.882,0.602,-5.554,0.245,0.0177,0.178,142.959,183011,0.43,B
69,2,Pretty Please,4305034,Dua Lipa,27167675,6DXZiYUbrYgrVIhfX3U9Z2,pop,3/27/2020,67,0.906,0.474,-6.124,0.194,0.0311,0.286,106.976,194607,0.656,C#/Db
170,10,I.F.L.Y.,4284951,Bazzi,4421378,4a6q8CR2hzLk2plDkSxkfD,pop,8/9/2019,76,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954,165714,0.554,D
70,1,Cool,8136247,Dua Lipa,27167675,4Ulqu89XempybuL8ApUeqL,pop,2/11/2021,65,0.469,0.785,-4.015,0.0664,0.133,0.0931,89.719,209583,0.79,F
71,1,Future Nostalgia,8091754,Dua Lipa,27167675,3iYNJX4FTRGlfMQySjlGNr,pop,2/11/2021,65,0.875,0.813,-4.502,0.0579,0.00618,0.321,114.993,184882,0.859,G
92,1,Good In Bed,6802068,Dua Lipa,27167675,3pyodt4pb554dMz8fCv7oi,pop,2/11/2021,64,0.68,0.701,-5.001,0.0917,0.138,0.168,94.06,218754,0.649,F
27,2,Scared To Live,6566099,The Weeknd,35340069,4BGZF4oLbTL0pWm7C18pbv,hip hop,3/20/2020,66,0.504,0.498,-8.24,0.0499,0.131,0.0929,87.221,191307,0.196,C
21,2,Alone Again,6055294,The Weeknd,35340069,6b5P51m8xx2XA6U7sdNZ5E,hip hop,3/20/2020,66,0.218,0.652,-7.953,0.0641,0.033,0.172,65.375,250053,0.0599,E
118,1,Boys Will Be Boys,6015914,Dua Lipa,27167675,4szI7zRh7kLApCSqiB6R7b,pop,2/11/2021,63,0.768,0.486,-5.954,0.0353,0.408,0.098,125.021,166266,0.519,D#/Eb
122,1,Auto Blu,5995116,"Shiva, Eiffel 65",561372,5swpvba5YLqVDy1nbzUdog,hip hop,3/26/2020,56,0.82,0.783,-6.146,0.0621,0.0158,0.0938,130.015,166087,0.653,F
132,1,Du bist mein,5878493,"Zuna, Loredana, SRNO",900975,719aY5gAzJbx2PHjyalZQu,hip hop,3/27/2020,54,0.761,0.556,-6.943,0.364,0.138,0.0976,187.81,160357,0.521,C#/Db
28,2,Too Late,5867746,The Weeknd,35340069,2K9Ovn1o2bTGqbsABGC6m3,hip hop,3/20/2020,67,0.638,0.863,-5.221,0.132,0.052,0.685,120.077,239973,0.226,E
136,1,Wildflower,5791343,5 Seconds of Summer,7744095,6qlcjGJPTZEwR8nf2nSe9C,pop,3/27/2020,65,0.644,0.768,-4.316,0.0455,0.174,0.469,108.992,220536,0.598,F#/Gb
36,2,Faith,5730081,The Weeknd,35340069,3orEOtd8CPL8GFlpRpKuoE,hip hop,3/20/2020,67,0.375,0.605,-7.268,0.0729,0.612,0.147,175.946,283227,0.128,C
35,2,Snowchild,5423997,The Weeknd,35340069,3WlbeuhfRSqU7ylK2Ui5U7,hip hop,3/20/2020,66,0.55,0.611,-7.475,0.137,0.162,0.121,148.062,247187,0.243,C
37,2,Escape From LA,5307288,The Weeknd,35340069,1sOW4PuG5X3Ie3EXUhAopJ,hip hop,3/20/2020,67,0.404,0.524,-8.996,0.0593,0.0456,0.199,145.74,355960,0.168,F
161,1,Allein sein,5119993,Ufo361,1700759,2TrhpvxwuF6hrboTdRXwnS,hip hop,3/27/2020,54,0.774,0.588,-8.529,0.225,0.0386,0.258,75.978,147353,0.392,C#/Db
44,5,Bichiyal,4946613,"Bad Bunny, Yaviah",36177712,4j4w4CXm6BSr0s25wAWrrX,latin,2/29/2020,75,0.737,0.766,-4.242,0.0458,0.31,0.114,93.956,196500,0.662,A#/Bb
85,8,Medusa,4901559,"Jhay Cortez, Anuel AA, J Balvin",2435159,3qM0vBxIe4VUbK0Z0smuVP,latin,2/5/2020,70,0.886,0.604,-7.293,0.208,0.194,0.107,98.023,305333,0.383,C
187,1,Break Up Song,4593343,Little Mix,9398941,5HArmECc1y0lCHKVKDKXa4,pop,11/6/2020,65,0.631,0.75,-5.416,0.0394,0.00388,0.286,90.019,200293,0.593,F
188,1,Teeth,4571612,5 Seconds of Summer,7744095,26wLOs3ZuHJa2Ihhx6QIE6,pop,8/23/2019,78,0.749,0.461,-2.961,0.0416,0.0516,0.0738,139.02,204887,0.42,A#/Bb
51,1,Repeat After Me (Interlude),10058303,The Weeknd,35340069,40U8d12pC5UHqmHwXjHjjl,hip hop,3/20/2020,63,0.555,0.619,-7.918,0.0314,0.0323,0.0917,95.032,195813,0.141,C
68,1,Until I Bleed Out,9132077,The Weeknd,35340069,2BcnxwxBuar5wjCaLqm5N3,hip hop,3/20/2020,63,0.245,0.394,-9.887,0.0374,0.423,0.093,115.233,190173,0.148,C
87,1,Rosa,7564893,J Balvin,29067437,464uJVLmr0fDJGXOnciaDe,latin,3/19/2020,64,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,189827,0.369,A
88,1,Gris,7514854,J Balvin,29067437,1syf62zw48zu4FrPwMtDHk,latin,3/19/2020,65,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,176627,0.916,F#/Gb
103,1,Negro,6651425,J Balvin,29067437,2hsA9YWuF3C9Gosi4dpjJN,latin,3/19/2020,67,0.795,0.911,-2.228,0.0875,0.0157,0.131,164.081,182093,0.8,C
134,1,Verde,5745393,"J Balvin, Sky Rompiendo",29067437,3HTbI3yUJQw3fP0Po8qLcD,latin,3/19/2020,63,0.828,0.738,-4.295,0.0516,0.0381,0.0917,94.995,142547,0.818,G#/Ab
15,3,Baby Pluto,5600261,Lil Uzi Vert,11821805,7hav1MHURQf5SAoPk0egqh,hip hop,3/6/2020,69,0.772,0.634,-6.101,0.212,0.135,0.432,160.052,210261,0.671,A#/Bb
31,3,Lo Mein,5231134,Lil Uzi Vert,11821805,6CUP2khYzdphXebxVTfPE3,hip hop,3/6/2020,67,0.855,0.676,-5.736,0.325,0.0888,0.144,133.082,195299,0.509,C#/Db
113,7,No Judgement,5082563,Niall Horan,7564659,5IUOU5xkzGHsRFOYNu3GSK,pop,2/7/2020,65,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,176283,0.962,C#/Db
57,3,Futsal Shuffle 2020 - Bonus Track,5068849,Lil Uzi Vert,11821805,2fOlBMkWR7lXJfqp5VTbDG,hip hop,3/6/2020,63,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,198913,0.278,G
163,1,Arcoíris,5044774,"J Balvin, Mr Eazi",29067437,5zzbORcD0GwLY0wQHP1Xs1,latin,3/19/2020,62,0.731,0.787,-5.26,0.0721,0.0853,0.316,92.971,186693,0.393,E
65,12,TOES (feat. Lil Baby & Moneybagg Yo),4878903,DaBaby,7601122,2FvD20Z8aoWIePi7PoN8sG,hip hop,9/27/2019,73,0.816,0.582,-4.141,0.341,0.0794,0.0916,160.004,136366,0.542,G#/Ab
42,5,Feel Me,4765672,Selena Gomez,28931149,6XXYdF6pJR1K3wKvuxmu7n,pop,2/21/2020,63,0.71,0.808,-6.703,0.0433,0.44,0.0734,99.989,226003,0.392,D
183,1,H <3 T E L,4701388,"Dardan, Monet192",861082,3S1NOXjDr2A4xXXsWo8kLr,hip hop,5/22/2020,34,0.726,0.646,-6.9,0.0977,0.0495,0.112,134.999,163253,0.58,C#/Db
63,4,25/8,4684378,Bad Bunny,36177712,4NqQaovM14WR2hNPMFxgjb,latin,2/29/2020,71,0.761,0.732,-5.469,0.0549,0.092,0.0716,151.982,243276,0.542,E
81,3,Se Me Olvidó,4591194,Christian Nodal,8123757,7paFC3FEu1WtPVP4Do6VZN,latin,5/29/2020,71,0.65,0.558,-3.082,0.0309,0.368,0.303,141.82,159533,0.725,C
130,3,B.S. (feat. H.E.R.),4557817,Jhené Aiko,4720858,63wx9vdskaXbYxyDx4oJCZ,hip hop,3/6/2020,72,0.617,0.525,-10.426,0.12,0.554,0.135,135.781,212867,0.377,G#/Ab
45,4,Soliá,4516243,Bad Bunny,36177712,7sOfmPd18RWp3FoCzpa7Kw,latin,2/29/2020,72,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,159282,0.184,D
55,4,Está Cabrón Ser Yo,4438261,"Bad Bunny, Anuel AA",36177712,4saHEjXw7O1NXJOzBkUKKG,latin,2/29/2020,69,0.81,0.854,-3.999,0.254,0.0732,0.123,154.083,227939,0.879,A#/Bb
61,1,Bean (Kobe) [feat. Chief Keef],9039518,Lil Uzi Vert,11821805,0IpnZchq8ek2A6pGEP2Qb1,hip hop,3/13/2020,67,0.733,0.567,-6.718,0.319,0.0129,0.382,75.491,238816,0.319,C
68,1,Yessirskiii,8374259,"Lil Uzi Vert, 21 Savage",11821805,59JWp4PjZ9TRM8cmtaDYB1,hip hop,3/13/2020,70,0.895,0.739,-6.633,0.283,0.0183,0.102,140.007,219340,0.763,G#/Ab
104,1,Cardigan,6586204,Don Toliver,1606884,0Li1OuXXfi7950ilZUFGkF,hip hop,3/13/2020,70,0.747,0.497,-6.542,0.0401,0.248,0.138,142.046,158709,0.0663,E
36,2,Silly Watch,6442451,Lil Uzi Vert,11821805,5egD7A5x9AHdVO2fMo3Wbo,hip hop,3/6/2020,65,0.903,0.535,-6.238,0.286,0.0298,0.0851,130.117,195692,0.157,G#/Ab
70,3,Hablamos Mañana,6105711,"Bad Bunny, Duki, Pablo Chill-E",36177712,1V8XneTrX6kKeoxYbk4x6h,latin,2/29/2020,69,0.683,0.677,-4.496,0.0469,0.0869,0.0998,156.019,240253,0.514,C#/Db
126,1,Lotus,6017103,Lil Uzi Vert,11821805,4SnlSaLJJ7reJMCHM5YUuX,hip hop,3/13/2020,58,0.802,0.748,-5.708,0.207,0.24,0.165,150.063,193861,0.516,G#/Ab
126,2,Lettre à une femme,5895243,Ninho,4764552,10rwyGbKAWZ8JZbL7uHl28,hip hop,3/7/2020,54,0.487,0.398,-9.901,0.0697,0.835,0.12,149.367,157766,0.905,C#/Db
57,3,Que Malo,5544180,"Bad Bunny, Ñengo Flow",36177712,53v2u51nq3CxiKUNphRzP1,latin,2/29/2020,69,0.802,0.787,-6.181,0.0599,0.0832,0.153,94.026,167975,0.446,G
147,1,Leaders (feat. NAV),5496780,Lil Uzi Vert,11821805,4D7NrSeqkTarBrJ80b2sBc,hip hop,3/13/2020,60,0.95,0.654,-5.895,0.307,0.0744,0.138,132.936,194844,0.886,C
149,1,Strawberry Peels (feat. Young Thug & Gunna),5468083,Lil Uzi Vert,11821805,4lAQfuREAHG8IC0PiiigBt,hip hop,3/13/2020,59,0.862,0.65,-6.978,0.355,0.0207,0.568,131.194,115350,0.658,A#/Bb
60,3,La Zona,5440382,Bad Bunny,36177712,5kqNIqFjijuzvVLhuY9B8j,latin,2/29/2020,69,0.762,0.801,-3.661,0.0409,0.2,0.254,93.992,136893,0.81,C#/Db
153,1,Wassup (feat. Future),5415044,Lil Uzi Vert,11821805,19Ec2gbNtQTE44IizcPjtD,hip hop,3/13/2020,57,0.762,0.622,-6.293,0.223,0.352,0.145,130.019,193314,0.626,F
69,3,Una Vez,5411302,"Bad Bunny, Mora",36177712,5J7teKIJGtqVypgYI6sqXj,latin,2/29/2020,77,0.55,0.598,-5.402,0.0831,0.132,0.0955,83.836,232496,0.543,B
158,1,Moon Relate,5324545,Lil Uzi Vert,11821805,4sWGHlZGM1XA7TyWdtBAbA,hip hop,3/13/2020,58,0.867,0.768,-3.73,0.0791,0.18,0.254,102.021,181826,0.34,G
163,1,Black And White,5204120,Niall Horan,7564659,7rpNuuoMbid56XkDsx2FjE,pop,3/13/2020,75,0.443,0.582,-6.02,0.0482,0.0301,0.127,147.589,193090,0.239,D
81,3,The Other Side (from Trolls World Tour),5193927,"SZA, Justin Timberlake",5888533,463PQggkmk5tTw8ug0ahOX,hip hop,2/26/2020,68,0.76,0.607,-6.274,0.0964,0.00277,0.132,105.979,188187,0.709,G
53,12,Whine Up,5130783,"Nicky Jam, Anuel AA",14831925,2pWOMNQJW3g2zmGjP0Vkb0,latin,11/1/2019,70,0.817,0.665,-6.224,0.0758,0.0549,0.103,104.957,215460,0.662,A
37,12,Ayy Macarena,5046905,Tyga,6298789,6LcauUZjF1eXQrgqMUecHX,hip hop,11/13/2019,74,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,131607,0.714,D
177,1,Trap This Way (This Way),5043990,Lil Uzi Vert,11821805,7vTspUAmMKFkUpKL9HLZNL,hip hop,3/13/2020,59,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,185439,0.207,D
113,2,Who (feat. BTS),5004752,Lauv,4442273,2qG81jL9UIP54uS8gYyP4k,pop,3/6/2020,74,0.632,0.345,-8,0.0349,0.551,0.104,141.641,180413,0.0818,B
51,2,Homecoming,4988839,Lil Uzi Vert,11821805,6vxU64pcIuQ38O015Zy4qj,hip hop,3/6/2020,63,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,213885,0.353,A
184,1,Got The Guap (feat. Young Thug),4946997,Lil Uzi Vert,11821805,1HF6P40Z7nfExGaB1Gk99v,hip hop,3/13/2020,58,0.837,0.601,-5.628,0.198,0.21,0.0928,142.977,176756,0.749,G#/Ab
53,2,Prices,4898167,Lil Uzi Vert,11821805,4YcWzLSnGqLjSCycuSMHnn,hip hop,3/6/2020,65,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,233333,0.57,G
188,1,I Can Show You,4831405,Lil Uzi Vert,11821805,0AhJag7VI8uFf3mJFsTwvf,hip hop,3/13/2020,57,0.817,0.656,-7.086,0.277,0.051,0.115,139.915,120076,0.314,A#/Bb
52,2,I'm Sorry,4818039,Lil Uzi Vert,11821805,1xcOYJxDa5pObgxY1r0I9c,hip hop,3/6/2020,60,0.858,0.547,-5.822,0.29,0.213,0.104,128.02,211883,0.303,C#/Db
19,9,Black Swan,4802069,BTS,37151476,3bkkMZEAhx7rTVz1C0itRQ,korean,2/21/2020,70,0.719,0.758,-5.167,0.0851,0.137,0.129,147.023,198261,0.49,D
61,12,Adicto (with Anuel AA & Ozuna),4785720,Tainy,509411,3jbT1Y5MoPwEIpZndDDwVq,latin,8/22/2019,75,0.734,0.836,-4.803,0.0735,0.017,0.179,80.002,270741,0.623,A#/Bb
66,3,<3,4755477,Bad Bunny,36177712,4MZSqgwlE71CWZ6qQ3gkKm,latin,2/29/2020,69,0.631,0.665,-7.589,0.229,0.602,0.152,80.353,157967,0.634,A#/Bb
198,1,"Bad Girls, Good Vibes",4752181,Ufo361,1700759,7IxGslFZA5QhgXbUsDmcjf,hip hop,3/13/2020,53,0.826,0.368,-12.761,0.133,0.516,0.0914,127.977,107446,0.158,G
120,5,Liberdade Provisória - Ao Vivo,4730891,Henrique & Juliano,13312073,3Ghyp3X5Ua9ypHnBIgOObI,pop,1/31/2020,58,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986,0.7,C#/Db
60,1,POP,10484727,Lil Uzi Vert,11821805,1jDbQz6tr52WgScCTXMnaN,hip hop,3/6/2020,58,0.741,0.599,-6.672,0.419,0.00961,0.785,139.891,227474,0.276,C#/Db
61,1,Celebration Station,10396969,Lil Uzi Vert,11821805,25B5fGr9K0VdZJiRFsnMO4,hip hop,3/6/2020,61,0.748,0.771,-4.156,0.15,0.101,0.135,142.086,195058,0.792,F#/Gb
64,1,Bigger Than Life,9974143,Lil Uzi Vert,11821805,2oHDJHNondITqbl8xZ9vPn,hip hop,3/6/2020,62,0.776,0.752,-4.711,0.193,0.325,0.33,140.013,192705,0.716,G#/Ab
68,1,Venetia,9824605,Lil Uzi Vert,11821805,3BYIzNZ3t9lRQCACXSMLrT,hip hop,3/6/2020,63,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,188800,0.562,A
73,1,You Better Move,9533898,Lil Uzi Vert,11821805,6YAxCn4juTWn5hWl2hzHGw,hip hop,3/6/2020,60,0.842,0.556,-6.793,0.442,0.159,0.204,118.836,196639,0.306,G#/Ab
93,1,Chrome Heart Tags,8219307,Lil Uzi Vert,11821805,46mT9NR7N9Zf5MolcrBgE3,hip hop,3/6/2020,57,0.702,0.768,-4.055,0.0669,0.541,0.105,70.056,212821,0.574,C
102,1,Bust Me,7828045,Lil Uzi Vert,11821805,4wBcaYqLPm7EtDVoJQORU4,hip hop,3/6/2020,57,0.734,0.703,-6.256,0.355,0.237,0.413,151.923,194452,0.608,B
46,2,René,7240117,Residente,878491,6gm12xlADJwiBbHIKBXzGW,hip hop,2/27/2020,65,0.486,0.388,-9.326,0.126,0.435,0.196,90.471,457592,0.467,C
122,1,Secure The Bag,7053947,Lil Uzi Vert,11821805,7gHZGXSJzM29WA384suYY2,hip hop,3/6/2020,57,0.803,0.719,-4.485,0.392,0.344,0.425,129.945,238425,0.549,C
140,1,Urgency (feat. Syd),6224412,Lil Uzi Vert,11821805,5KlPy74NOEAt8jC3FYURnQ,hip hop,3/6/2020,53,0.619,0.784,-6.11,0.123,0.0326,0.315,156.035,181161,0.471,C#/Db
34,3,ON (Feat. Sia),6219276,BTS,37151476,3IB5qOeMayvpOdHxYCL5tZ,korean,2/21/2020,64,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,246816,0.386,A
99,2,P FKN R,6041127,"Bad Bunny, Kendo Kaponi, Arcangel",36177712,0fgsKar6uBO08vzHXkTjWi,latin,2/29/2020,66,0.82,0.635,-5.749,0.0772,0.409,0.244,101.024,258280,0.528,F
108,3,Modern Loneliness,6020508,Lauv,4442273,1eyek0KJEh2v5HQ9uQSybb,pop,3/6/2020,68,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,252337,0.143,G#/Ab
65,2,Heatin Up (feat. Gunna),6004839,Lil Baby,7816213,7KSSdFCBHCfq4KPzz78ghk,hip hop,2/28/2020,66,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,177314,0.341,C#/Db
159,1,SKYBOX,5846484,Gunna,3337982,7GwYENSg87oERcW0Wacd6m,hip hop,3/6/2020,59,0.779,0.707,-6.527,0.16,0.0991,0.0934,140.894,178097,0.343,C#/Db
167,1,Young & Alive,5578323,Bazzi,4421378,5RsKelNxucrDxgMbZ3vd3W,pop,3/5/2020,71,0.716,0.563,-5.486,0.0425,0.326,0.119,86.005,160465,0.495,D#/Eb
169,2,i'm so tired...,5547770,"Lauv, Troye Sivan",4442273,4vjpLMyL3ZO6aphdYr8XYw,pop,3/6/2020,77,0.599,0.733,-7.058,0.203,0.176,0.242,102.211,162583,0.534,B
53,4,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",5487069,A Boogie Wit da Hoodie,5865895,733c1CWmIGymoQXdp7Us88,hip hop,2/14/2020,68,0.819,0.654,-6.665,0.136,0.517,0.0996,133.503,188563,0.455,B
105,6,Girl,5434180,Myke Towers,6161098,43NqTeL8pgBxKHPMiJKUP5,latin,1/24/2020,72,0.733,0.708,-4.957,0.0937,0.0325,0.324,93.021,186427,0.694,F#/Gb
104,2,Puesto Pa' Guerrial,5359969,"Bad Bunny, Myke Towers",36177712,5gCg2qMPzKkW4jS4dBKdDs,latin,2/29/2020,64,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,190207,0.658,E
114,5,Definitivamente,5325447,"Daddy Yankee, Sech",23936368,113PlnpZbHd3WIqeYjhZWv,latin,1/31/2020,66,0.813,0.764,-3.39,0.105,0.586,0.253,100.047,217773,0.429,G#/Ab
41,11,South of the Border (feat. Camila Cabello & Cardi B),5315827,Ed Sheeran,83337783,4vUmTMuQqjdnvlZmAH61Qk,pop,7/12/2019,77,0.857,0.621,-6.376,0.0825,0.148,0.0865,97.989,204467,0.668,A
190,1,I Fall Apart,5251918,Post Malone,33663701,75ZvA4QfFiZvzhj2xkaWAh,hip hop,12/9/2016,80,0.556,0.538,-5.408,0.0382,0.0689,0.196,143.95,223347,0.291,G#/Ab
191,1,"fuck, i'm lonely (with Anne-Marie)",5226991,Lauv,4442273,09PGubKAMryhOWv1LHpCYz,pop,3/6/2020,74,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016,198973,0.678,A
78,11,Aventura,5206102,"Lunay, Ozuna, Anuel AA",4963516,37zdqI4r1gswIzczSBkRon,latin,10/25/2019,68,0.729,0.726,-3.208,0.0422,0.223,0.101,92.025,217130,0.876,F
12,9,Rare,5195842,Selena Gomez,28931149,7HMmFQsKsljwTw8bS7lu19,pop,1/10/2020,68,0.838,0.545,-6.713,0.0706,0.208,0.103,114.998,220590,0.631,F
69,11,VIBEZ,5121486,DaBaby,7601122,0fySG6A6qLE8IvDpayb5bM,hip hop,9/27/2019,75,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,144935,0.777,C#/Db
69,7,Mean It,5110064,"Lauv, LANY",4442273,3uc8AGNL0KbvISIrjnfRvN,pop,3/6/2020,72,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,232853,0.336,G
49,1,That Way,12059592,Lil Uzi Vert,11821805,5raTDhlbxFDnpn89bxArdH,hip hop,3/1/2020,67,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,212354,0.489,G
106,1,Live Off My Closet (feat. Future),7410327,Lil Baby,7816213,6AyWdCtEn1DdxjnxPeojR2,hip hop,2/28/2020,59,0.807,0.678,-3.244,0.177,0.0345,0.0986,147.004,173061,0.21,F#/Gb
123,1,Commercial (feat. Lil Uzi Vert),6540577,Lil Baby,7816213,3tDqEKKUs6gf8zMvSuLyLA,hip hop,2/28/2020,67,0.892,0.486,-8.637,0.384,0.048,0.146,120.998,214215,0.535,B
75,6,Sum 2 Prove,6497610,Lil Baby,7816213,2u3EyuCqqV31woqGvO9LBz,hip hop,1/10/2020,71,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,205760,0.418,E
47,2,Filter,5913946,BTS,37151476,0ono6UCNVZ1XqOm6j78Blu,korean,2/21/2020,79,0.781,0.762,-5.188,0.0626,0.0222,0.121,110.042,180221,0.86,A#/Bb
151,1,Matrix,5724739,Apache 207,1674348,7ygVaACDENw4PgLbN1awFE,hip hop,2/24/2020,55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,183793,0.418,A
91,10,Bellaquita - Remix,5676621,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,1Xnn1TPyr5h0hpRAT4B4EA,latin,11/22/2019,67,0.795,0.715,-3.582,0.0838,0.141,0.179,165.941,304733,0.758,C#/Db
139,9,Infeliz,5490386,"Arcangel, Bad Bunny",6671084,4z6wo6PJG4Fve45OXK6D9m,latin,12/20/2019,72,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,221103,0.721,C#/Db
60,10,Que Tire Pa Lante,5436773,Daddy Yankee,23936368,6RyaV7owmVU6fzEPE17sF1,latin,10/18/2019,72,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,210520,0.708,G
32,10,Futsal Shuffle 2020,5386512,Lil Uzi Vert,11821805,2Ec33AVlkTTq8BHFgBTdQs,hip hop,12/12/2019,67,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97,198913,0.296,G
123,8,GOODMORNINGTOKYO!,5286044,TOKYO’S REVENGE,313480,0Q2n5yzl2XRqYbV77tZNYp,hip hop,10/18/2019,74,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,150115,0.664,E
58,10,Own It (feat. Ed Sheeran & Burna Boy),5273046,Stormzy,2317758,4QPEwDdOMhY7rNS05mTyMR,hip hop,12/13/2019,72,0.817,0.781,-4.178,0.112,0.00838,0.123,104,216707,0.359,G
128,2,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",5260351,Future,10491105,4iiWcajF1fEUpwcUewc464,hip hop,2/15/2020,61,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,315346,0.582,F
58,2,My Time,5212053,BTS,37151476,4vTgx6h4seHvkuFh84JXYP,korean,2/21/2020,74,0.674,0.64,-5.139,0.0339,0.151,0.0925,99.908,234458,0.664,C
184,1,100k Cash,5192813,"Capital Bra, Samra",4093115,033if6Adj8fwBYsQzHOfQ8,hip hop,2/27/2020,52,0.701,0.714,-5.906,0.524,0.289,0.0883,86.91,173353,0.604,A#/Bb
185,1,Drown (feat. Clinton Kane),5186141,Martin Garrix,14921269,4RVtBlHFKj51Ipvpfv5ER4,dance music,2/27/2020,74,0.573,0.739,-5.455,0.0581,0.212,0.175,120.077,174062,0.363,A
103,7,me & ur ghost,5184069,blackbear,4272745,38KsRHYE10bG0paU78gL9r,hip hop,8/21/2020,71,0.742,0.679,-4.594,0.0259,0.0488,0.0754,100.041,201398,0.856,G
146,8,QUE PRETENDES,5141047,"J Balvin, Bad Bunny",29067437,25ZAibhr3bdlMCLmubZDVt,latin,6/28/2019,77,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603,222347,0.939,A#/Bb
140,9,You Need To Calm Down,5115153,Taylor Swift,42227614,6RRNNciQGZEXnqk8SQ9yv5,pop,8/23/2019,78,0.771,0.671,-5.617,0.0553,0.00929,0.0637,85.026,171360,0.714,D
90,10,Quizas,5112244,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,5Id5B3dxJZhPcV9GzgYZZe,latin,10/11/2019,73,0.727,0.815,-2.454,0.153,0.0258,0.231,176.075,216067,0.677,D#/Eb
106,10,Soltera - Remix,5078459,"Lunay, Daddy Yankee, Bad Bunny",4963516,1c0hsvHLELX6y8qymnpLKL,latin,5/10/2019,75,0.795,0.783,-4.271,0.0432,0.361,0.437,92.01,266087,0.799,F
46,9,Trampoline (with ZAYN),5075520,SHAED,139434,1iQDltZqI7BXnHrFy4Qo1k,pop,9/26/2019,73,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280,0.498,G
82,10,Truth Hurts,5024683,Lizzo,3991674,3HWzoMvoF3TQfYg4UPszDq,pop,4/19/2019,77,0.715,0.624,-3.046,0.114,0.11,0.123,158.087,173325,0.412,E
54,1,Louder than bombs,10016907,BTS,37151476,3op7HNwLli54MBjFGzIlZO,korean,2/21/2020,72,0.643,0.667,-6.993,0.152,0.0433,0.0904,145.999,217404,0.485,C
56,1,UGH!,9991177,BTS,37151476,1aKuG1GG76xPLUkjBbQo3W,korean,2/21/2020,72,0.72,0.824,-5.086,0.128,0.0394,0.0509,165.998,225012,0.333,A#/Bb
67,1,00:00 (Zero O’Clock),9372219,BTS,37151476,4AlihYDqxXshKhvh5tnMfP,korean,2/21/2020,72,0.566,0.548,-6.456,0.0579,0.0802,0.11,157.999,250296,0.196,C#/Db
74,1,Friends,8822365,BTS,37151476,7w05lsU2VLSeiT8Nukrv5M,korean,2/21/2020,72,0.55,0.747,-5.211,0.0407,0.0668,0.0536,79.98,199339,0.648,C#/Db
75,1,We are Bulletproof : the Eternal,8516710,BTS,37151476,44WLOqH7QayQOQdeUHeKUK,korean,2/21/2020,72,0.526,0.575,-5.215,0.0309,0.225,0.108,84.047,261543,0.19,A
79,1,Inner Child,8312399,BTS,37151476,4BKOjYosPhw334moS3wlbO,korean,2/21/2020,71,0.589,0.696,-7.981,0.0725,0.017,0.0808,134.953,233266,0.332,B
84,1,Moon,7850129,BTS,37151476,1xfXXujIlLZAx5wpu46Nyk,korean,2/21/2020,72,0.703,0.646,-6.658,0.0596,0.0104,0.191,141.87,208590,0.64,F#/Gb
